,sr,Journal,Citation,Source,f_selection,f_rejection,Type_of_exclusion,reason_for_exclsuion,Comment,final_selection,titles,abstracts,dois
497,498,Auris Nasus Larynx,"M. Sakagami, T. Kitahara, T. Okayasu, A. Yamashita, A. Hasukawa, I. Ota and T. Yamanaka Negative prognostic factors for psychological conditions in patients with audiovestibular diseases 2016",PubMed,1.0,,,,,0.0,Negative prognostic factors for psychological conditions in patients with audiovestibular diseases,"Abstract
Objective: To examine the backgrounds of patients with audiovestibular disease regarding what influences their psychological state.
Methods: During a 12-year period, 375 successive patients with audiovestibular diseases were enrolled in this study. Diseases included unilateral (n=174) and bilateral (n=51) Menière's disease, sudden deafness with vertigo (n=70), and vestibular neuritis (n=80). Diagnosis, sex, age, duration of disease, vertigo frequency, persistent nystagmus, and ipsilateral/contralateral hearing levels were recorded. Cornell Medical Index (domains III-IV=neurosis) and Self-Rating Depression Scale (score>40=depression) were applied during acute vertigo remissions in all patients.
Results: Neurosis and depression, respectively, were diagnosed in 62.7% and 82.4% of bilateral Menière's, 32.7% and 48.9% of unilateral Menière's, 15.7% and 38.6% of sudden deafness/vertigo, and 12.7% and 31.3% of vestibular neuritis patients. Multivariable logistic regression analysis showed that Menière's disease with longer disease duration (Oz 1.212; P=0.021) and worse hearing in the secondary affected ear (Oz 1.131; P=0.042); sudden deafness/vertigo with persistent nystagmus (Oz 1.895; P=0.005); and vestibular neuritis with longer disease duration (Oz 1.422; P=0.019) and persistent nystagmus (Oz 1.950; P=0.0003) had mental illness significantly more often than those with shorter-duration disease, better hearing and no persistent nystagmus.
Conclusion: Mental disorder increased in accordance with solo vertigo, vertigo/hearing loss, repeated symptoms, and bilateral lesions. Treatment strategies should be carefully constructed for patients with persistent nystagmus, long disease duration, and hearing loss in the secondary affected ear to avoid psychological disorders.
Keywords: Contralateral hearing level; Dizziness; Duration of disease; Mental illness; Persistent nystagmus.",doi: 10.1016/j.anl.2016.02.006.
498,499,Curr Pediatr Rev,"I. Saliba, C. Dagher, E. El-Zir and F. G. Yammine A Pilot Study to Assess the Vestibular Apparatus Function with Videonystagmography During Chronic Otitis Media with Effusion 2015",PubMed,0.0,1.0,Population,Otitis media,,0.0,A Pilot Study to Assess the Vestibular Apparatus Function with Videonystagmography During Chronic Otitis Media with Effusion,"Abstract
Objective: To assess the effect of chronic middle ear effusion (CMEE) on balance and equilibrium.
Material and methods: Prospective study controlling two groups of children. The active arm consisted of children having a unilateral or bilateral CMEE that persisted for at least 3 months. The control group consisted of children presenting with normal middle ear. Children and parents in both groups were questioned about any symptom of vertigo, dizziness, disequilibrium or child's tendency to fall. ENT exam included an assessment with pneumatic and microscopic otoscopy, evaluation of the vestibular system with the Romberg test, the Fukuda test, the head-shaking test and the Starwalk test.
Results: The study group consisted of 15 children (mean = 6.5 years, SD = 2; 10 females and 5 males). The control group consisted also of 15 children (mean = 7.2 years, SD = 1.8; 8 females and 7 males). The duration of MEE was between 3 and 12 months (mean = 8 months). Three children (20%) in the study group had a history of vertigo, imbalance, disequilibrium and/or tendency to fall. None of the children in the control group had such a history (p = 0.22); Five children in the study group had abnormal head-shaking test, Fukuda and/or Starwalk tests (33.33%). Two children in the control group had such a finding (13.33%) (p = 0.39). Romberg test was normal in all children in both groups. In the study group, one child showed positional and spontaneous nystagmus on VNG testing. Another one showed positional nystagmus. Hence, 2 children had abnormal findings on VNG (13.33%). In the control group, VNG was normal in all children (p = 0.46). Tympanometry showed a type B curve in 26 ears, a type C curve in 3 ears and type A in one ear. In the control group all patients presented a type A curve.
Conclusion: This paper describes the first study using VNG in a population of children with CMEE. The presence of balance disturbances associated or not with hearing loss is of paramount importance to the clinician as to the indications of myringotomy with a tube intervention.",doi: 10.2174/1573396311666150702105027.
499,500,Front Neurol,"Y. Saman, L. McLellan, L. McKenna, M. B. Dutia, R. Obholzer, G. Libby, M. Gleeson and D. E. Bamiou State Anxiety Subjective Imbalance and Handicap in Vestibular Schwannoma 2016",PubMed,1.0,,,,,0.0,State Anxiety Subjective Imbalance and Handicap in Vestibular Schwannoma,"Abstract
Introduction: Evidence is emerging for a significant clinical and neuroanatomical relationship between balance and anxiety. Research has suggested a potentially priming effect with anxiety symptoms predicting a worsening of balance function in patients with underlying balance dysfunction. We propose to show that a vestibular stimulus is responsible for an increase in state anxiety, and there is a relationship between increased state anxiety and worsening balance function.
Aims: (1) To quantify state anxiety following a vestibular stimulus in patients with a chronic vestibular deficit. (2) To determine if state anxiety during a vestibular stimulus would correlate with the severity of chronic balance symptoms and handicap.
Methods: Two separate cohorts of vestibular schwannoma (VS) patients underwent vestibular tests (electronystagmography, cervical and ocular vestibular evoked myogenic potentials, and caloric responses) and questionnaire assessments [vertigo handicap questionnaire (VHQ), vertigo symptom scale (VSS), and state-trait anxiety inventory (STAIY)]. Fifteen post-resection VS patients, with complete unilateral vestibular deafferentation, were assessed at a minimum of 6 months after surgery in Experiment 1 (Aim 1). Forty-five patients with VS in situ formed the cohort for Experiment 2 (Aim 2). Experiment 1: VS subjects (N = 15) with a complete post-resection unilateral vestibular deafferentation completed a state anxiety questionnaire before caloric assessment and again afterward with the point of maximal vertigo as the reference (Aim 1). Experiment 2: state anxiety measured at the point of maximal vertigo following a caloric assessment was compared between two groups of patients with VS in situ presenting with balance symptoms (Group 1, N = 26) and without balance symptoms (Group 2, N = 11) (Aim 2). The presence of balance symptoms was defined as having a positive score on the VSS-VER.
Results: In Experiment 1, a significant difference (p < 0.01) was found when comparing STAIY at baseline and at the peak of the subjective vertiginous response in post-resection patients with a unilateral vestibular deafferentation. In Experiment 2, VS in situ patients with balance symptoms had significantly worse state anxiety at the peak vertiginous response than patients without balance symptoms (p < 0.001), as did patients with a balance-related handicap (p < 0.001).
Conclusion: Anxiety symptoms during a vestibular stimulus may contribute to a priming effect that could explain worsening balance function.
Keywords: anxiety; balance; cognitive behavioral therapy; handicap; vestibular schwannoma.",doi: 10.3389/fneur.2016.00101.
500,501,Hno,"A. Sandner, K. Neumann, S. Kösling and C. Rasinski Cogan's disease. Report of two cases 2010",PubMed,0.0,1.0,Population,Cogan disease,,0.0,[Cogan's disease. Report of two cases],"Abstract
Background: Cogan's disease is a diagnostic challenge. The typical form of this chronic inflammatory disease is characterized by non-syphilitic interstitial keratitis and acute audiovestibular impairment.
Case reports: The first patient had ""typical"" symptoms of Cogan's syndrome with recurrent keratoconjunctivitis, severe hearing loss and vertigo. Systemic cardiovascular manifestations occurred in the further course of the disease with multiple vascular stenoses of the carotids and vessels of the lower limbs. The second patient had ""atypical"" symptoms of Cogan's disease with progressive bilateral hearing loss and vestibular deficits, unilateral conjunctivitis and orbital swelling and unspecific symptoms, such as fever and headaches. Therapy with systemic and local corticoids was successful in both cases concerning ocular and systemic symptoms. The first patient had received additional therapy with methotrexate, but had already become deaf before therapy had started. Cochlear implantation was successfully carried out. In the second patient hearing loss was stationary under therapy and the patient could be provided with hearing aids.
Conclusion: Because of obligatory cochleovestibular symptoms the otorhinolaryngologist has a key position in diagnosis and therapy of this rare entity. Early diagnosis is a crucial prognostic factor concerning preservation or restitution of hearing function.",doi: 10.1007/s00106-009-1980-6.
502,503,Neuroreport,"D. W. Saxon, J. H. Anderson and A. J. Beitz Transtympanic tetrodotoxin alters the VOR and Fos labeling in the vestibular complex 2001",PubMed,0.0,1.0,Population,Animal study,,0.0,Transtympanic tetrodotoxin alters the VOR and Fos labeling in the vestibular complex,"Abstract
The sodium channel blocker tetrodotoxin (TTX) is an effective tool for blockade of action potentials. Unilateral transtympanic administration of 3 mM TTX produced behavioral symptoms similar to those following unilateral peripheral vestibular ablation. Complete resolution of visible symptoms occurred between 48 and 72 h post-TTX. Eye-coil recordings indicated a spontaneous nystagmus and a decrease in the VOR in TTX-treated animals. Neuronal activity in the central vestibular complex (VC), as monitored with Fos immunocytochemistry, revealed an asymmetric pattern of Fos labeling in the medial, inferior and superior vestibular nuclei and the prepositus hypoglossal nucleus. Although the spatio-temporal pattern of Fos labeling was consistent and reproducible at each time-point, changes were noted among time-points. Transient blockade with TTX may be useful for studying the central vestibular response to recurrent or episodic vestibular disruption in the intact system.",doi: 10.1097/00001756-200110080-00014.
503,504,Brain Res,D. W. Saxon and G. White Episodic blockade of cranial nerve VIII provokes asymmetric changes in lobule X of the rat 2004,PubMed,0.0,1.0,Population,Animal study,,0.0,Episodic blockade of cranial nerve VIII provokes asymmetric changes in lobule X of the rat,"Abstract
Although debilitating syndromes like Ménière's disease are in part characterized by recurrent or episodic vestibular disturbance the study of episodic vestibular disruption has only recently been possible with the introduction of a new model utilizing tetrodotoxin (TTX). In the present study, serial unilateral transtympanic administration of TTX produced behavioral symptoms indicative of transient vestibular disruption and novel patterns of Fos activity in the brainstem and cerebellum. Following two or three serial injections of TTX and a final survival time of 2 h, Fos immunocytochemistry revealed a distinct pattern of labeling in the brainstem that differed temporally from that observed following a single unilateral TTX injection. Specifically there was protracted expression of Fos in the beta subdivision of the inferior olive (IO) on the side ipsilateral to TTX treatment. In the cerebellum, the hallmark of episodic vestibular blockade was an asymmetric pattern of Fos labeling that involved all three layers of the cortex. In particular, there was prominent Fos labeling of Purkinje cells in the contra-TTX half of lobule X. In view of the fact that Fos labeling is not found in Purkinje cells following a single transient event or following peripheral vestibular ablation, it is suggested that Fos expression in Purkinje cells is a unique feature of episodic vestibular disruption and may represent a novel plastic response by a select population of Purkinje cells to episodic functional deafferentation.",doi: 10.1016/j.brainres.2003.10.048.
505,506,J Assoc Res Otolaryngol,"M. Scheibinger, D. C. Ellwanger, C. E. Corrales, J. S. Stone and S. Heller Aminoglycoside Damage and Hair Cell Regeneration in the Chicken Utricle 2018",PubMed,0.0,1.0,Population,Animal study,,0.0,Aminoglycoside Damage and Hair Cell Regeneration in the Chicken Utricle,"Erratum in
Correction to: Aminoglycoside Damage and Hair Cell Regeneration in the Chicken Utricle.
Scheibinger M, Ellwanger DC, Eduardo Corrales C, Stone JS, Heller S.
J Assoc Res Otolaryngol. 2018 Feb;19(1):31. doi: 10.1007/s10162-017-0650-8.
PMID: 29299694 Free PMC article.
Correction to: Aminoglycoside Damage and Hair Cell Regeneration in the Chicken Utricle.
Scheibinger M, Ellwanger DC, Corrales CE, Stone JS, Heller S.
J Assoc Res Otolaryngol. 2018 Aug;19(4):479-481. doi: 10.1007/s10162-018-0667-7.
PMID: 30076555 Free PMC article.",doi: 10.1007/s10162-017-0646-4.
507,508,Front Hum Neurosci,"L. Schmidt, K. S. Utz, L. Depper, M. Adams, A. K. Schaadt, S. Reinhart and G. Kerkhoff Now You Feel both: Galvanic Vestibular Stimulation Induces Lasting Improvements in the Rehabilitation of Chronic Tactile Extinction 2013",PubMed,0.0,1.0,Population,Chronic tactile ,,0.0,Now You Feel both: Galvanic Vestibular Stimulation Induces Lasting Improvements in the Rehabilitation of Chronic Tactile Extinction,"Abstract
Tactile extinction is frequent, debilitating, and often persistent after brain damage. Currently, there is no treatment available for this disorder. In two previous case studies we showed an influence of galvanic vestibular stimulation (GVS) on tactile extinction. Here, we evaluated in further patients the immediate and lasting effects of GVS on tactile extinction. GVS is known to induce polarity-specific changes in cerebral excitability in the vestibular cortices and adjacent cortical areas. Tactile extinction was examined with the Quality Extinction Test (QET) where subjects have to discriminate six different tactile fabrics in bilateral, double simultaneous stimulations on their dorsum of hands with identical or different tactile fabrics. Twelve patients with stable left-sided tactile extinction after unilateral right-hemisphere lesions were divided into two groups. The GVS group (N = 6) performed the QET under six different experimental conditions (two Baselines, Sham-GVS, left-cathodal/right-anodal GVS, right-cathodal/left-anodal GVS, and a Follow-up test). The second group of patients with left-sided extinction (N = 6) performed the QET six times repetitively, but without receiving GVS (control group). Both right-cathodal/left-anodal as well as left-cathodal/right-anodal GVS (mean: 0.7 mA) improved tactile identification of identical and different stimuli in the experimental group. These results show a generic effect of GVS on tactile extinction, but not in a polarity-specific way. These observed effects persisted at follow-up. Sham-GVS had no significant effect on extinction. In the control group, no significant improvements were seen in the QET after the six measurements of the QET, thus ruling out test repetition effects. In conclusion, GVS improved bodily awareness permanently for the contralesional body side in patients with tactile extinction and thus offers a novel treatment option for these patients.
Keywords: awareness; body; brain recovery; extinction; rehabilitation; touch; vestibular.",doi: 10.3389/fnhum.2013.00090.
508,509,Neurology,"E. Schneider, S. Glasauer, M. Dieterich, R. Kalla and T. Brandt Diagnosis of vestibular imbalance in the blink of an eye 2004",PubMed,0.0,1.0,Population,Acute,,0.0,Diagnosis of vestibular imbalance in the blink of an eye,"Abstract
Background: In a recent study, the authors found that blinks in healthy volunteers always triggered ocular torsion quick phases during dynamic roll movements of the head. On the basis of this observation, they hypothesized that blinks in patients with a vestibular tone imbalance would also trigger torsional quick phases.
Methods: Using video-oculography with a fixation target, the authors recorded the ocular torsion position of the left eye of 37 participants while they made voluntary blinks once every 6 to 10 seconds. The participants were recruited from four groups: two age groups of healthy volunteers with a mean +/- SD age of 32 +/- 4 (n = 9) and 65 +/- 11 y (n = 9); patients with a unilateral vestibular disorder in an acute state (n = 12, 53 +/- 17 y); and those in a persisting state in which spontaneous nystagmus had already faded (n = 9, 65 +/- 13 y).
Results: In the control groups of healthy volunteers, blinks triggered no or only small quick phases on the order of 0.1 deg. In both patient groups blinks always triggered quick phases with significantly higher amplitudes of 1.85 +/- 1.02 deg and were followed by exponentially decaying slow-phases with time constants on the order of 1 to 2 seconds. Patients in the persisting state clearly differed from patients in the acute state in that their torsional spontaneous nystagmus had already vanished due to vestibular compensation. But surprisingly, these two groups did not show a large difference in terms of the effect of blinks on ocular torsion. The authors always observed torsional quick phases with the upper pole of the eye beating away from the side of the lesion.
Conclusions: Blinks are able to trigger torsional quick phases in patients with both acute and persisting vestibular disorders. The side of the impairment can be determined from the direction in which the eye is rotated after a blink. Thus, ocular torsion recordings during blinks can be used as a simple clinical test for a vestibular tone imbalance, particularly during a persisting failure in which spontaneous nystagmus has resolved and can therefore no longer be used for diagnosis.",doi: 10.1212/01.wnl.0000141144.02666.8c.
510,511,Clin Ther,"A. W. Scholtz, M. Schwarz, W. Baumann, D. Kleinfeldt and H. J. Scholtz Treatment of vertigo due to acute unilateral vestibular loss with a fixed combination of cinnarizine and dimenhydrinate: a double-blind, randomized, parallel-group clinical study 2004",PubMed,0.0,1.0,Population,Acute 4 weeks,,0.0,"Treatment of vertigo due to acute unilateral vestibular loss with a fixed combination of cinnarizine and dimenhydrinate: a double-blind, randomized, parallel-group clinical study","Abstract
Background: Acute unilateral vestibular loss is a balance disorder that is accompanied by vertigo symptoms and concomitant vegetative symptoms, including nausea and vomiting. Patients are frequently confined to bed rest but may continue to experience vertigo symptoms. A well-established antivertiginous therapy consisting of cinnarizine and dimenhydrinate at low doses may offer rapid relief of acute vertigo symptoms due to acute vestibular loss, without inhibiting physiological compensation processes.
Objective: The purpose of this study was to compare the clinical efficacy and tolerability of a fixed combination of cinnarizine 20 mg and dimenhydrinate 40 mg versus monotherapy with its respective components in the treatment of acute vertigo symptoms due to acute unilateral vestibular loss.
Methods: In this prospective, single-center, randomized, double-blind, parallel-group clinical study, 50 patients with acute vestibular vertigo were randomly assigned to receive 4 weeks of treatment (1 tablet 3 times daily) with a fixed combination of 20 mg cinnarizine and 40 mg dimenhydrinate, 20 mg cinnarizine alone, or 40 mg dimenhydrinate alone. All patients received a 15% mannitol infusion as standard therapy during the first 6 days of treatment. Efficacy was determined by the patients' assessments of vertigo symptoms after 1 and 4 weeks of treatment using a verbal rating scale (vertigo score) and by vestibulo-ocular and vestibulospinal tests. The primary efficacy criterion was defined as the relief of vertigo symptoms after 1 week of treatment.
Results: After 1 week of treatment, the fixed combination was significantly more effective than 20 mg cinnarizine (P < 0.001) and 40 mg dimenhydrinate (P < 0.01). After 4 weeks, the fixed combination was still significantly more effective than cinnarizine in reducing vertigo symptoms (P < 0.01) and significantly more effective than dimenhydrinate in improving the patients' balance while standing (P < 0.05). The tolerability of the fixed combination was rated good or very good by 100% of the patients (cinnarizine alone, 82.4%; dimenhydrinate alone, 94.4%). No serious adverse events occurred. Four patients in the fixed combination and the cinnarizine groups, and 6 patients in the dimenhydrinate group reported nonserious adverse events.
Conclusions: The results of this study suggest a distinct benefit in using a fixed combination of cinnarizine 20 mg and dimenhydrinate 40 mg versus the respective monotherapies in this population of patients with acute vestibular vertigo.",doi: 10.1016/s0149-2918(04)90130-0.
511,512,Acta Otolaryngol,"U. Schönfeld, K. Helling and A. H. Clarke Evidence of unilateral isolated utricular hypofunction 2010",PubMed,1.0,,,,,0.0,Evidence of unilateral isolated utricular hypofunction,"Abstract
Conclusions: The findings demonstrate that an enduring unilateral utricular dysfunction, possibly together with canal hypofunction, can occur after labyrinthine disease or injury. They also suggest that unilateral, isolated utricular dysfunction - or utricle paresis - can occur, representing a novel entity in the differential diagnosis of peripheral vestibular function. The occurrence of subjective visual vertical (SVV) asymmetry in the presence of symmetric vestibular evoked myogenic potentials (VEMPs) also confirms that the information from the utricles, rather than the saccules, dominates SVV estimation.
Objectives: To determine the incidence of unilateral utricular hypofunction.
Methods: The retrospective clinical study deals with a selection of those vestibular patients who showed pathological responses to utricle testing. Peripheral vestibular function was examined in a group of 110 patients. Utricular function was evaluated by estimation of SVV during unilateral centrifugation. Bithermal caloric testing was performed to assess unilateral semicircular canal function. Saccular function was tested by measurement of VEMPs.
Results: A total of 46 patients were found with asymmetric SVV findings (p < 0.001 for healthy versus lesioned ear), but symmetric caloric responses and VEMPs. Statistical testing also verified that their SVV asymmetry factors were significantly higher than those calculated for caloric responses and VEMPs (p < 0.001).",doi: 10.3109/00016480903397686.
512,513,Laryngoscope,M. K. Schwaber and J. W. Hall Cochleovestibular nerve compression syndrome. I. Clinical features and audiovestibular findings 1992,PubMed,0.0,1.0,Design,Review,,0.0,Cochleovestibular nerve compression syndrome. I. Clinical features and audiovestibular findings,"Abstract
Cochleovestibular nerve compression syndrome (CNCS) is the term used to describe a group of audiovestibular symptoms thought to be due to a vessel compressing the cochleovestibular nerve. These symptoms include recurrent vertigo, continuous disequilibrium and acquired motion intolerance. Recently, Moller reported that CNCS can be diagnosed based on abnormalities in the auditory brainstem response (ABR). After specifically excluding all other vestibular disorders, 63 patients with symptoms suggestive of CNCS were identified. These patients were systematically evaluated with a standard neurotologic test battery, and the results were reviewed retrospectively. Hearing loss was found in 51 (81%) of 63 cases, including 33 cases of unilateral high-frequency loss and 14 cases of middle-frequency loss. ABR data were interpreted with respect to Moller's criteria, and abnormal studies were found in 42 (75%) of 56 cases. Abnormal electronystagmograms were found in 57 (93%) of 61 cases. Thirteen of the patients subsequently underwent a posterior fossa procedure for vertigo and, vessels were found in contact with the cochleovestibular nerve in 11 of 13 cases. The results of this study suggest that the majority of CNCS patients have neurotologic test findings that suggest an abnormality of the cochleovestibular nerve. The results and their implications are discussed.",doi: 10.1288/00005537-199209000-00012.
513,514,Brain,"J. Schwoebel, R. Friedman, N. Duda and H. B. Coslett Pain and the body schema: evidence for peripheral effects on mental representations of movement 2001",PubMed,0.0,1.0,Population,No vest patients,,0.0,Pain and the body schema: evidence for peripheral effects on mental representations of movement,"Abstract
Some accounts of body representations postulate a real-time representation of the body in space generated by proprioceptive, somatosensory, vestibular and other sensory inputs; this representation has often been termed the 'body schema'. To examine whether the body schema is influenced by peripheral factors such as pain, we asked patients with chronic unilateral arm pain to determine the laterality of pictured hands presented at different orientations. Previous chronometric findings suggest that performance on this task depends on the body schema, in that it appears to involve mentally rotating one's hand from its current position until it is aligned with the stimulus hand. We found that, as in previous investigations, participants' response times (RTs) reflected the degree of simulated movement as well as biomechanical constraints of the arm. Importantly, a significant interaction between the magnitude of mental rotation and limb was observed: RTs were longer for the painful arm than for the unaffected arm for large-amplitude imagined movements; controls exhibited symmetrical RTs. These findings suggest that the body schema is influenced by pain and that this task may provide an objective measure of pain.",doi: 10.1093/brain/124.10.2098.
514,515,Laryngoscope,S. Seltzer and B. F. McCabe Perilymph fistula: the Iowa experience 1986,PubMed,0.0,1.0,Population,Perilymph fistula patients,,0.0,Perilymph fistula: the Iowa experience,"Abstract
Ninety-one patients with demonstrable perilymph fistulas presented with an amazing array of signs and symptoms ranging from unilateral tinnitus and aural fullness to sudden-and-profound hearing loss, roaring tinnitus, and whirling vertigo. Between 1977 and 1984, 214 exploratory tympanotomies for suspected perilymph fistula (PLF) were performed on 177 patients. One hundred six primary (initial) fistulas were found in 95 ears and 26 recurrent fistulas were identified. Eighty-two percent of the 91 patients with PLF had auditory symptoms, 8% with auditory symptoms as the sole complaint. Eighty-one percent of the patients had vestibular symptoms, 12% with vestibular symptoms alone. The type of hearing loss and the nature of the vestibular symptoms were widely variable. Of the 58 patients with preoperative auditory symptoms, 49% had improved hearing (23% improved to serviceable range), after closure of PLFs. Ninety-five percent of the patients who presented with vestibular symptoms had elimination of or decrease in their dizziness to the extent that it no longer interfered with their daily activities. The highest incidence of recurrent fistula was associated with grafts using fatty tissue. Patients with Mondini deformity were at particularly high risk for fistula recurrence.",doi: 10.1288/00005537-198601000-00007.
515,516,Brain Res,"M. Shaabani, Y. Lotfi, S. M. Karimian, M. Rahgozar and M. Hooshmandi Short-term galvanic vestibular stimulation promotes functional recovery and neurogenesis in unilaterally labyrinthectomized rats 2016",PubMed,0.0,1.0,Population,Animal study,,0.0,Short-term galvanic vestibular stimulation promotes functional recovery and neurogenesis in unilaterally labyrinthectomized rats,"Abstract
Current experimental research on the therapeutic effects of galvanic vestibular stimulation (GVS) has mainly focused on neurodegenerative disorders. However, it primarily stimulates the vestibular nuclei and could be potentially effective in modulating imbalance between them in the case of unilateral labyrinthectomy (UL). Fifty male Wistar rats (180-220g) were used in 5 groups of 10: intact, sham, right-UL (RUL; without intervention), and two other right-UL groups with GVS intervention [one group treated with low rate GVS (GVS.LF; 6-7Hz), and the other treated with high rate GVS (GVS.HF; 17-18Hz)]. The UL models were prepared by intratympanic injection of sodium arsanilate. GVS protocols were implemented 30min/day and continued for 14 days via ring-shaped copper electrodes inserted subcutaneously over each mastoid. Functional recovery was assessed by several postural tests including support surface area, landing and air-righting reflexes, and rotarod procedure. Immunohistochemical investigations were performed on ipsi- and contra-lesional medial vestibular nuclei (MVN) using bromodeoxyuridine (BrdU) and Ki67, as markers of cell proliferation. Behavioral evaluations showed significant functional recovery of GVS-treated groups compared to RUL group. The percent of marked cells with BrdU and Ki67 were significantly higher in the ipsilesional MVN of both GVS-treated groups compared with other groups. Our findings confirmed the effectiveness of GVS-intervention in accelerating static and dynamic vestibular compensation. This could be explained by the cell proliferation in ipsilesional MVN cells and rapid rebalancing of the VNs and the modulation of their motor outputs. Therefore, GVS could be promising for rehabilitating patients with unilateral vestibular weakness.
Keywords: BrdU; Galvanic; Labyrinthectomy; Neurogenesis; Rat; Vestibular.",doi: 10.1016/j.brainres.2016.07.029.
518,519,Front Neurol,"Q. Shen, C. Magnani, O. Sterkers, G. Lamas, P. P. Vidal, J. Sadoun, I. S. Curthoys and C. de Waele Saccadic Velocity in the New Suppression Head Impulse Test: A New Indicator of Horizontal Vestibular Canal Paresis and of Vestibular Compensation 2016",PubMed,1.0,,,,,0.0,Saccadic Velocity in the New Suppression Head Impulse Test: A New Indicator of Horizontal Vestibular Canal Paresis and of Vestibular Compensation,"Abstract
Objective: To determine whether saccadic velocity in the suppression head impulse paradigm (SHIMP) test is a reliable indicator of vestibular loss at the acute and at the chronic stage in patients suffering from different vestibular pathologies.
Methods: Thirty-five normal subjects and 57 patients suffering from different vestibular pathologies associated with unilateral vestibular loss (UVL) or bilateral vestibular loss (BVL) were tested in the SHIMPs paradigm. SHIMPs were performed by turning the head 10 times at high velocities to the left or right side, respectively. The patients were instructed to fixate on a red spot generated by a head-fixed laser projected on the wall. In this SHIMPs paradigm, healthy subjects made a large anti-compensatory saccade at the end of the head turn (a SHIMP saccade). The peak saccadic velocity, the percentage of the trials completed with saccades in 10 trials, and the latency of the saccades were quantified in each group. A video-head impulse test (v-HIT) was systematically performed in all of our subjects as well as a caloric test. The dizziness handicap inventory questionnaire was also given to chronic UVL and BVL patients.
Results: At the acute stage after a complete UVL, patients had zero or a few anti-compensatory saccades for low velocity head turns toward the lesioned side. These saccades had lower velocity than the anti-compensatory saccades recorded during head rotation toward the intact side and/or compared with the saccades measured in control subjects. At the chronic stage, some of the patients recovered the ability to perform SHIMP saccades at each head turn toward the lesioned side, but very often these saccades were of significantly lower velocity. In BVL patients, no anti-compensatory saccades, or only significantly smaller ones, could be detected for head turns to both sides.
Conclusion: SHIMP is a specific and sensitive test to detect a complete horizontal canal loss at the acute stage. In addition, it reflects the ability of patients with moderate horizontal vestibulo-ocular reflex gain decrease to generate anti-compensatory saccades in the chronic stage. In association with v-HIT, it allows determination of the residual vestibular function and to detect anti-compensatory saccades.
Keywords: IT gentamicin; Meniere’s disease; bilateral areflexia; horizontal vestibule–ocular reflex; saccade substitution; vestibular loss; vestibular schwannoma; video-head impulses.",doi: 10.3389/fneur.2016.00160.
520,521,J Laryngol Otol,"J. C. Shotton, H. Ludman and R. Davies Persisting nystagmus following vestibular nerve section for Menière's disease 1989",PubMed,1.0,,,,,1.0,Persisting nystagmus following vestibular nerve section for Menière's disease,"Abstract
Unilateral vestibular nerve section (VNS) creates a state of acute dysequilibrium which resolves by a process of central compensation. This disturbance resolves quickly and central compensation is complete generally within a month with resolution of symptoms and signs. The course of central compensation following VNS will be similar to that seen after labyrinthectomy because the detachment of hemi-labyrinthine input that is achieved by both will be identical. Six patients are presented who have undergone VNS at least 2.7 years ago (Average 3.5 years); all of them have persisting spontaneous peripheral type horizontal jerk nystagmus, present with optic fixation in five. This is obvious clinically and was confirmed in each case by agreement of three independent observers and has been recorded by electronystagmography (ENG). They are free from marked vestibular symptoms. The explanations of mechanisms involved in central compensation are discussed with respect to this previously unrecorded clinical observation.",doi: 10.1017/s0022215100108667.
521,522,Laryngoscope,"A. Shupak, Z. Nachum, Y. Stern, D. Tal, A. Gil and C. R. Gordon Vestibular neuronitis in pilots: follow-up results and implications for flight safety 2003",PubMed,1.0,,,,,0.0,Vestibular neuronitis in pilots: follow-up results and implications for flight safety,"Abstract
OBJECTIVES To report our experience over the past 12 years with the evaluation and follow-up of pilots with vestibular neuronitis and to discuss points relevant to flight safety and the resumption of flying duties. STUDY DESIGN A retrospective, consecutive case series.METHODS Eighteen military pilots with vestibular neuronitis were examined and followed up. A complete otoneurological workup was performed, including both physical examination and laboratory evaluation. The latter included electro-oculography (EOG) and a rotatory chair test using the smooth harmonic acceleration protocol. RESULTS The mean patient age was 35 +/- 6 years (range, 23 to 42 y), and the average follow-up period was 20.5 +/- 12.8 months (mean +/- standard deviation [SD]; (range, 11 to 48 mo). Electro-oculography caloric test on presentation documented significant unilateral hypofunction in all patients. Thirteen of the 18 patients (72%) had abnormal smooth harmonic acceleration test results. None of the pilots reported any symptoms on follow-up. However, five (28%) had positive otoneurological examination findings, and eight (44%) still had significant caloric lateralization (>25%). The average caloric hypofunction was reduced from 67.8% +/- 29.3% at onset to 40% +/- 16% (mean +/- SD, <.05, paired test). Seven of the patients (39%) had additional electro-oculography findings beyond caloric hypofunction. These included spontaneous, positional, and positioning nystagmus. Smooth harmonic acceleration disease on follow-up was documented in eight patients (44%), five of whom had canal paresis. Eleven patients (61%) demonstrated residual vestibular damage on follow-up. In 6 of these 11 cases (55%), the laboratory evaluation revealed vestibular deficits otherwise undiagnosed by the bedside test battery. CONCLUSIONS The vestibular system plays a central role in orientation awareness and is often challenged by flying conditions. The finding that approximately 60% of pilots who have had vestibular neuronitis continue to show signs of vestibular malfunction, despite apparent clinical recovery, emphasizes the need for a complete vestibular evaluation, including specific bedside testing and laboratory examinations, before flying duties can be resumed.",doi: 10.1097/00005537-200302000-00022.
